Idade,Renda,Tempo_Cliente,Interacoes,Compra
62,3275,6,47,0
28,6237,2,16,0
31,14419,7,35,0
19,7385,4,1,1
57,2634,6,44,0
20,12797,7,26,1
52,8648,9,41,0
50,1502,7,7,1
41,4569,3,36,1
36,10271,9,4,1
35,8316,6,45,1
66,10526,4,3,1
69,5647,5,5,0
41,5018,1,28,0
62,14211,4,7,1
52,5216,3,47,0
18,6891,6,9,1
53,11265,9,34,0
42,13246,3,9,1
62,6231,5,45,0
66,9214,2,15,1
60,8848,9,11,1
51,11041,8,24,1
42,8431,4,14,1
33,11355,8,13,1
51,1479,4,5,1
46,3354,2,35,0
36,11940,9,2,1
40,11731,2,44,0
36,5864,1,26,1
42,2143,1,16,1
33,3333,3,24,0
68,6083,7,47,0
26,8952,6,34,0
18,8574,3,4,1
59,14669,5,29,1
36,6271,6,17,1
50,3645,2,19,1
51,6444,3,26,0
33,7067,4,43,0
61,1838,8,16,0
57,8413,1,33,0
35,11041,9,7,1
51,9191,1,11,1
42,14205,3,34,1
62,12578,3,2,1
23,6035,9,46,0
38,12044,3,13,0
23,3209,3,44,1
49,10584,2,14,1
58,12448,4,38,0
65,6048,8,2,1
60,2959,6,23,0
56,1275,1,1,0
48,5624,5,4,1
59,10651,8,3,1
27,12523,1,35,1
47,10150,6,1,1
69,2841,7,10,1
35,13251,5,16,1
41,5145,4,11,1
69,14546,7,18,1
26,6675,9,12,1
48,8057,4,18,0
32,9181,3,19,1
21,12569,4,20,0
57,11716,5,30,1
26,1487,9,30,0
62,3127,1,4,1
26,6405,9,39,1
43,7704,9,1,1
21,8265,8,10,0
34,6597,8,23,1
33,2940,8,47,0
32,11645,4,30,1
52,13206,7,1,1
69,12989,2,25,1
22,8735,3,16,0
22,5350,8,48,0
37,1959,4,10,1
32,7630,6,41,1
35,6792,8,46,1
64,3563,8,12,0
19,1463,5,25,0
46,11128,7,29,1
30,8671,1,19,1
21,13323,5,7,1
59,9207,3,42,1
62,13262,4,19,1
27,1918,1,45,0
48,7087,1,10,1
58,2613,3,27,0
25,10014,4,10,1
20,3120,3,8,1
65,4391,2,35,1
63,11158,7,26,0
26,2881,9,5,1
47,9931,3,27,1
28,8362,9,12,0
52,14045,8,44,1
54,6001,5,22,1
59,12258,6,46,0
30,8256,1,10,1
53,4843,6,20,1
30,9989,9,38,1
29,7129,7,23,0
54,4210,9,10,0
27,10778,5,44,0
26,12922,5,25,1
69,10969,5,47,1
24,6516,6,41,0
19,3531,4,19,1
40,11626,9,28,0
56,6487,7,3,1
57,13109,3,49,1
56,5553,7,17,1
38,11661,3,45,0
40,3279,3,11,0
46,10559,4,31,0
31,11959,2,30,1
43,8305,8,7,1
68,10589,1,24,1
22,6556,1,10,1
48,1154,1,25,0
42,12378,4,40,0
48,10307,1,18,1
67,14657,3,47,1
37,4665,7,16,1
61,12788,3,9,1
34,7727,2,33,1
62,2114,6,28,1
19,1699,8,44,0
42,8565,4,27,1
30,13392,4,17,1
56,7955,2,31,1
45,8109,5,35,0
59,9787,8,4,1
23,2013,1,17,0
20,9731,2,15,1
52,1011,1,2,1
35,11135,4,5,1
28,8474,7,32,1
37,5459,3,15,0
22,1661,8,43,0
36,14629,6,1,1
39,5633,2,1,1
36,8381,9,4,0
64,13601,9,27,1
33,6574,7,0,1
41,10614,8,4,1
58,6871,1,3,1
21,10437,6,28,0
32,1579,9,1,0
42,9453,6,14,0
61,1495,3,4,0
52,5225,2,30,1
31,14470,8,25,1
66,14079,4,13,1
36,6934,1,40,1
55,14854,8,40,0
53,3136,1,10,1
24,6063,2,18,1
47,6451,1,9,1
36,9821,8,41,1
66,9697,3,16,1
42,8297,9,17,0
33,1206,7,24,1
64,12623,6,14,1
57,4130,6,46,0
68,2854,1,37,0
25,14557,8,46,0
35,6578,3,44,0
45,6264,3,32,0
33,8477,3,30,1
69,2660,9,36,0
36,9084,5,46,0
59,11773,2,35,1
34,8548,4,5,1
62,5979,7,43,0
30,6046,1,45,0
24,9476,2,47,1
44,1718,8,7,0
27,13180,8,10,1
51,9693,3,25,1
53,1257,5,28,0
42,5905,8,1,0
23,3597,9,23,0
41,11114,2,17,1
35,9012,8,32,0
40,10431,3,45,0
23,12486,9,20,0
46,7798,5,21,0
42,4013,5,32,0
34,6224,4,31,1
63,5617,8,32,0
41,6064,1,39,0
28,14288,6,13,1
43,1887,7,44,0
68,12646,8,25,1
51,8281,4,26,1
45,1744,9,9,0
20,8236,3,36,0
28,4436,8,49,0
55,6163,5,6,0
31,2704,5,16,1
68,9402,7,42,0
43,5064,5,3,1
65,6226,7,32,1
38,2956,9,15,0
56,11718,5,23,0
47,2702,2,46,0
25,5214,6,20,0
68,9677,9,28,0
37,11348,9,49,0
65,3501,5,14,1
49,12502,2,27,0
39,6127,6,17,1
24,5607,4,7,0
26,10258,4,8,0
62,13419,3,45,1
18,11007,1,43,0
46,11990,9,5,1
25,7537,6,33,0
21,12821,3,2,1
52,5056,1,17,1
20,1197,6,18,0
62,8631,4,8,1
57,12563,1,12,1
24,13507,4,39,0
44,5963,2,4,1
18,8968,3,46,1
44,2315,7,38,1
33,7296,7,35,1
55,11764,5,23,0
24,9102,2,36,0
61,5862,9,43,0
40,14733,9,45,0
58,10373,9,43,0
28,4341,6,10,1
59,8747,1,41,0
50,9448,6,45,1
67,11940,8,9,1
53,3562,4,2,1
54,2667,6,16,0
58,7314,8,4,0
34,7413,6,36,1
52,3648,4,34,1
65,6734,7,39,0
22,9828,5,17,0
65,12014,1,26,1
49,9199,3,25,1
20,2579,3,30,0
69,8615,1,12,1
64,1134,4,15,0
52,13023,2,49,1
69,14117,1,21,1
31,5120,6,15,1
65,3512,7,7,1
48,7105,4,31,1
48,13661,5,17,1
34,11435,9,32,0
41,7847,8,44,0
69,9048,2,45,0
40,7545,3,44,1
35,11361,9,37,0
67,14059,5,29,1
31,7032,1,41,0
67,13846,9,12,1
32,13149,8,12,1
32,2232,7,3,0
23,12564,7,39,0
44,14912,8,41,1
32,10145,4,5,1
67,10730,7,45,1
53,1907,8,36,0
25,10872,3,14,1
32,11101,2,26,0
20,6653,2,31,0
64,6158,7,6,1
30,6926,9,30,0
58,5089,8,23,1
51,9810,7,1,1
41,8779,9,7,1
57,6903,4,6,0
49,11980,7,48,0
49,8090,5,0,1
47,11101,1,37,0
69,3844,4,7,0
66,5301,1,3,0
30,13870,1,29,1
18,14992,7,18,1
51,9888,3,36,1
32,12596,9,19,1
61,5303,7,44,1
31,9596,6,43,0
46,11627,2,12,1
51,10702,5,31,1
35,8549,8,1,0
24,5962,4,12,1
46,11510,8,7,1
48,13280,9,31,0
42,11676,8,47,1
55,1857,6,13,1
31,12921,2,20,0
25,3392,8,32,0
44,13260,4,35,0
19,7771,1,20,0
34,8559,5,5,1
54,5282,3,4,1
31,1019,3,47,0
42,6457,7,29,0
47,3420,1,27,1
46,12218,3,36,1
37,8923,6,40,0
38,1066,8,11,0
39,14750,6,40,0
52,4133,4,10,1
54,12749,8,5,0
33,1785,5,19,0
67,7765,6,26,1
66,8735,1,28,1
60,3132,4,8,1
34,10621,4,39,0
33,2418,5,47,0
19,4690,1,6,0
21,2547,4,20,0
38,13463,7,17,0
56,1358,6,14,0
51,2562,5,1,0
47,5386,1,32,0
23,3177,8,49,0
34,4810,5,10,0
56,1478,8,5,0
42,1647,6,12,0
22,7675,7,43,0
22,1263,1,16,1
37,8102,6,40,0
33,9003,3,24,1
68,4742,3,4,0
58,7646,3,13,0
54,12148,6,44,0
57,10753,8,28,1
26,6200,3,29,1
22,10628,3,11,1
59,3005,5,26,0
19,4140,6,30,0
26,10099,6,46,1
60,1129,7,28,0
53,10129,7,26,1
39,4718,3,4,1
39,1814,5,8,1
39,13154,1,25,1
51,6849,1,26,0
46,12573,2,14,1
55,6606,2,14,1
63,1014,7,33,0
50,14807,5,13,1
35,11229,3,1,1
24,6305,7,45,0
18,4488,3,5,1
50,14294,3,46,1
18,9898,4,15,0
41,1702,5,8,0
21,5841,8,43,0
21,7575,9,15,0
35,5131,5,43,1
44,5842,8,21,1
60,7160,3,18,1
49,7657,7,7,1
50,7492,3,43,0
45,6499,3,44,0
59,3555,4,20,0
58,13933,2,2,1
53,12178,7,14,1
23,4939,6,1,1
33,5951,3,21,0
51,4338,1,16,1
40,9708,3,15,1
67,1797,4,46,0
59,9676,1,43,1
41,4674,8,13,0
66,11903,2,48,0
30,9634,3,40,0
35,7521,5,4,0
30,2653,9,20,0
66,10205,6,15,1
54,10154,3,30,1
60,9764,3,31,0
56,13645,8,15,1
59,7681,4,8,1
34,13908,5,36,1
32,6999,4,47,0
35,11022,9,8,1
40,13034,8,20,1
68,14093,7,7,1
47,14353,4,23,1
51,1815,9,15,0
21,14912,8,30,0
20,12863,8,19,0
24,7967,2,4,1
35,11728,5,49,1
59,2210,6,44,0
24,4134,6,1,1
57,6455,9,2,1
23,1554,4,31,0
39,3792,7,24,1
18,6865,9,34,0
21,7218,5,29,0
63,7908,6,14,0
66,14112,1,28,1
69,14460,7,1,1
67,13254,5,5,1
60,12957,4,28,1
46,5302,3,35,0
38,8852,1,21,0
43,2264,5,5,0
31,7819,3,28,1
26,10085,8,16,1
64,11364,4,31,0
29,3304,3,17,0
59,12355,1,24,1
68,14024,2,17,1
68,4958,2,41,0
23,6536,1,45,0
37,13575,8,10,1
41,10430,5,4,1
44,2817,2,26,0
55,1766,8,43,0
25,11751,5,45,1
18,1572,5,5,0
66,5463,2,10,1
66,14712,8,39,1
41,6320,3,28,0
64,8748,4,31,1
24,11524,5,3,1
36,11302,9,4,1
39,13933,2,17,1
52,1750,8,7,0
47,3811,5,22,1
46,5456,9,37,1
39,8354,9,42,1
28,4554,3,11,0
37,3418,9,20,0
46,6140,7,21,1
68,6036,9,31,0
58,3988,7,27,0
59,1854,8,17,0
51,3850,4,2,1
18,4379,5,29,0
48,1193,6,12,0
47,14368,4,0,1
65,10769,8,34,1
35,10672,5,38,1
34,13620,3,25,0
55,9938,1,16,1
31,5961,1,49,0
40,12279,8,31,0
42,5740,3,21,0
32,6632,4,47,0
63,9341,7,38,1
39,8983,1,24,0
20,8149,6,47,0
36,6753,1,31,1
61,13057,3,23,0
51,5897,4,7,1
52,14169,7,43,0
67,7969,2,29,1
18,6332,8,12,0
69,7534,6,22,0
38,11520,2,36,0
46,9120,3,12,1
23,10867,4,29,0
54,6790,6,5,0
18,11778,1,29,1
68,11581,5,33,0
18,1673,8,46,0
44,4701,7,16,0
38,2360,3,23,0
33,12258,2,8,1
61,12338,2,18,1
57,12809,5,30,1
43,4067,8,42,0
33,11354,6,24,0
45,2444,6,32,1
18,13217,7,37,1
53,11352,1,49,0
27,6487,3,36,1
60,6179,5,45,0
34,4353,7,34,0
40,7380,6,31,0
24,7781,1,21,1
61,7060,9,2,1
24,8212,3,10,1
61,6919,7,23,0
32,6860,1,33,0
51,14011,1,29,1
63,14894,1,14,1
62,2770,4,10,1
21,6910,1,19,1
31,13736,1,23,1
31,10894,9,9,1
33,1194,8,38,0
24,14996,5,34,0
49,14506,2,41,1
36,9766,7,30,0
19,11821,1,26,1
27,6854,9,4,0
67,6914,1,11,1
34,5686,3,33,0
54,5643,6,10,1
29,9580,4,28,0
23,8874,2,26,0
39,14746,5,42,0
49,2752,1,15,0
58,1660,1,14,0
37,6615,6,12,0
18,3832,9,32,0
64,14977,7,4,1
23,13821,4,29,1
36,9488,8,49,0
35,6613,1,49,0
23,7970,5,48,1
62,7870,2,25,1
50,1330,3,8,0
40,7777,4,4,1
40,13041,1,34,1
43,14142,5,38,1
30,10476,6,39,0
24,10270,1,0,1
32,6401,4,38,1
61,7915,2,2,1
44,10066,1,8,1
43,4866,5,25,1
50,14029,1,1,1
32,7113,8,27,0
53,11877,2,19,0
62,11681,5,25,1
44,8426,3,13,1
22,2585,6,1,1
19,12999,6,20,0
50,3940,8,18,0
33,7289,5,45,0
40,13678,5,14,0
55,13660,5,31,1
33,14708,9,35,1
31,7405,2,13,1
46,14218,3,34,1
43,2502,4,8,1
52,1745,7,33,0
32,3612,1,36,0
20,2508,3,30,0
40,2770,7,24,0
46,12971,8,40,0
51,2961,2,43,1
50,10787,3,9,0
58,13972,7,33,1
58,8751,7,48,0
40,11725,3,14,1
24,4658,5,46,0
20,7977,7,1,1
49,7609,3,37,0
48,1465,8,25,0
35,3069,4,41,0
60,3443,7,34,1
24,10424,2,44,0
58,14874,5,31,0
18,9336,6,31,0
31,7563,1,42,0
69,8516,9,27,1
49,11544,9,43,0
23,10999,4,26,0
56,4048,5,14,1
27,5042,9,23,0
24,5139,2,20,0
43,5202,5,0,1
51,7124,4,20,0
47,13437,2,22,1
53,8773,2,21,1
38,2287,9,49,0
34,9301,8,30,1
50,14329,8,49,1
27,14037,8,28,1
68,8503,5,38,1
64,5819,4,46,0
59,3790,3,0,1
68,13615,2,0,1
29,1861,5,49,0
33,14605,8,17,1
58,14724,5,40,0
49,9652,7,48,0
32,2104,5,10,0
44,6374,9,46,0
45,1743,8,43,1
34,3410,8,36,0
63,12984,1,5,1
67,14768,5,11,1
19,5993,9,34,0
53,9634,8,40,0
67,2833,1,40,1
24,1885,9,7,0
30,4604,1,42,0
32,6357,5,0,1
42,13548,1,42,1
40,14584,8,1,1
39,13567,2,34,1
43,8089,6,33,1
50,4221,2,41,0
28,9343,2,15,1
27,7937,1,41,0
42,2596,6,7,1
54,10863,5,5,1
65,10726,4,39,1
60,10757,4,3,1
55,10142,9,22,0
58,12106,2,13,1
62,3492,7,24,0
41,10533,5,35,1
57,9923,9,33,0
63,5333,4,37,0
50,1538,6,11,0
34,9163,2,20,1
41,1768,1,44,0
54,3856,1,14,1
19,12917,4,44,0
49,7905,9,16,0
41,3121,3,49,0
26,6553,3,23,0
21,10926,7,27,1
34,13583,8,30,0
34,1013,6,43,0
67,5707,1,30,1
65,12866,6,20,1
47,5490,8,32,0
57,9382,5,9,1
28,6993,8,1,1
38,3864,1,10,1
38,8605,4,14,1
35,5102,9,48,0
46,2104,5,24,0
41,3812,3,33,0
27,7131,3,22,1
62,1651,9,42,0
34,7628,1,27,0
35,10572,6,3,1
59,14622,6,2,1
65,8831,8,13,1
37,1801,8,28,0
54,5544,1,20,0
62,7428,7,16,1
35,11313,1,5,1
34,11176,8,44,0
26,5140,5,49,0
31,2552,2,47,0
66,3792,3,4,1
46,3723,9,0,0
48,6576,2,9,0
21,3022,4,4,0
35,5670,7,27,0
37,10622,8,31,1
64,5188,3,6,1
60,11705,9,41,0
61,1603,8,1,1
26,8028,6,21,0
30,8150,8,27,0
32,7896,8,32,0
44,9518,3,38,1
32,13030,7,30,0
45,6962,8,33,0
54,8978,6,9,1
36,3775,6,27,0
43,4639,7,23,0
69,9782,4,13,1
43,2438,9,35,0
42,12762,3,1,1
43,1850,7,33,0
43,1439,9,34,0
63,8800,8,47,0
45,7857,7,42,0
66,7575,5,10,1
35,12187,2,31,1
49,13615,2,37,1
20,14568,4,35,1
19,10857,5,46,0
50,3908,4,41,0
59,14865,2,16,1
36,6193,4,20,0
34,2257,5,30,0
61,2544,4,4,0
50,2905,6,21,0
29,14854,7,28,0
66,12871,5,0,1
20,2815,9,29,0
60,3276,4,25,1
66,12508,2,21,1
43,2450,8,9,0
52,11239,4,12,1
25,14031,4,24,0
69,4544,3,14,1
53,5906,9,0,0
24,4634,4,10,0
63,6848,2,43,1
63,9365,1,48,0
53,10290,1,34,1
33,2122,8,12,1
41,11752,1,18,1
18,11234,5,47,0
66,8284,8,11,0
42,12970,7,8,1
27,6352,7,19,0
33,3176,8,17,1
33,11613,3,24,1
25,13523,5,5,0
46,5837,2,4,1
56,7333,5,37,0
45,12964,5,46,0
23,7311,2,11,0
33,10884,6,1,1
37,1290,1,2,0
33,13123,8,25,1
24,8508,1,30,1
58,2418,3,5,1
31,6593,1,29,1
60,6310,2,31,1
43,2988,7,17,1
43,9759,7,38,0
31,6638,5,8,1
24,6170,5,34,0
50,4038,7,8,1
43,11537,5,43,0
62,12335,8,5,0
37,3303,3,34,1
20,1308,2,3,0
69,3138,4,29,0
21,3196,7,44,0
43,1461,9,25,0
28,13922,3,9,1
19,4820,3,5,0
31,8959,7,30,1
61,5732,1,25,0
47,1645,7,6,1
66,13805,2,7,1
29,7014,1,20,1
43,10588,9,37,1
61,4268,1,47,1
50,13477,8,32,0
30,13066,7,15,0
31,8915,9,2,0
41,13366,5,2,1
51,10762,3,34,1
61,1815,1,22,1
43,2905,2,11,0
38,9040,6,23,1
45,13359,8,36,1
65,11282,9,12,1
53,5898,8,14,0
57,4204,2,6,0
19,13062,1,23,1
59,2129,4,49,0
26,14982,5,43,0
40,11247,6,12,1
32,2797,4,18,0
30,4414,5,2,1
40,3484,8,4,1
34,7223,3,49,0
65,8723,1,36,1
19,1688,9,42,0
37,12655,9,9,1
37,9767,2,47,0
63,14187,3,48,1
20,7431,8,19,1
29,14424,3,15,1
57,12202,3,43,1
19,13094,6,47,0
53,7001,6,6,1
31,14007,7,33,1
33,8099,4,33,0
36,13513,5,14,1
51,14644,3,4,1
61,14728,2,9,1
63,7421,3,41,1
23,8038,3,43,0
30,13062,2,7,1
53,3839,1,20,0
39,4074,3,44,0
35,13832,1,6,1
29,3525,8,39,1
69,12673,5,8,1
47,3017,6,42,0
68,4378,7,28,0
57,12477,7,19,1
24,12293,4,16,1
49,13706,6,38,1
65,12800,8,21,1
36,10243,6,6,1
23,13896,7,44,0
37,9278,3,27,0
44,4097,9,5,1
60,14000,2,16,1
54,11631,8,1,1
65,8524,8,36,1
24,7448,2,7,0
22,2277,9,6,0
28,7766,3,15,1
32,9711,6,1,0
20,7070,4,21,0
22,7996,5,42,0
40,8353,3,48,1
54,9578,8,6,1
26,8667,8,25,1
32,1013,7,33,0
20,8397,7,38,1
46,5186,2,11,0
23,4475,6,40,1
34,12768,4,34,1
43,1003,9,1,0
38,12261,5,28,1
25,4290,6,19,0
38,12851,7,18,1
28,14083,2,36,1
55,13130,1,44,0
25,13503,6,25,0
59,14470,9,36,1
41,8930,7,12,0
52,10794,9,22,0
31,13991,3,24,1
31,5826,5,46,0
27,8540,6,22,1
29,7160,6,2,1
55,4973,5,13,1
61,11734,2,14,1
63,10834,3,34,1
51,10681,6,13,1
58,7587,9,43,0
27,13250,8,16,1
34,14392,8,5,1
34,7377,8,19,0
20,4233,6,47,0
48,10887,3,9,0
68,2386,5,13,0
18,8543,8,26,0
29,5792,3,3,1
56,2197,1,18,0
21,3285,1,47,0
59,10179,7,47,1
30,14301,6,44,1
51,13181,5,1,1
59,3959,8,39,0
38,2261,8,26,0
39,14929,1,46,1
21,13917,7,23,1
35,10447,2,41,0
22,9779,4,3,1
36,2540,1,1,1
19,8897,2,45,0
29,9985,9,46,0
34,13108,1,21,1
27,14547,7,20,1
51,6663,4,13,1
23,7320,7,19,0
25,8667,7,33,0
68,11212,3,19,1
28,1118,2,32,0
29,2213,3,8,1
26,9805,5,45,0
19,13773,8,41,1
25,14390,9,37,1
28,13609,4,12,1
53,5234,6,12,1
27,8503,4,39,0
38,4473,9,4,1
37,12489,5,32,0
65,2289,2,48,0
25,3380,1,49,1
53,1223,5,45,0
46,13859,8,0,1
59,12015,6,26,1
29,12206,7,38,1
31,6679,9,5,1
65,3640,4,3,1
67,14096,5,39,1
38,10178,9,8,0
39,2023,3,25,0
38,2543,1,1,0
61,8004,8,23,0
67,10464,9,4,1
47,2779,4,0,1
56,2700,6,49,0
37,13122,7,34,1
41,8999,7,6,1
40,11426,8,3,0
24,13536,6,37,1
26,12390,7,49,0
18,12351,9,20,1
43,4983,6,8,1
55,10215,2,25,0
55,8385,4,0,1
61,8594,5,42,0
39,7158,8,19,0
61,4839,4,10,1
27,1825,1,31,1
23,3736,1,12,0
34,4406,2,27,0
68,3774,8,9,1
67,5632,3,1,1
55,9683,6,4,1
41,11051,7,6,0
68,11531,1,32,1
27,9783,5,6,1
25,3734,2,1,1
38,7887,7,46,1
23,2492,3,13,0
38,10139,9,20,0
56,10767,1,49,1
41,1682,2,17,0
50,9820,9,13,1
35,13880,7,42,1
45,5482,3,12,1
69,14894,8,18,1
49,5747,5,20,1
29,3240,2,29,0
65,12946,1,34,1
59,1100,6,31,0
44,2093,4,43,0
27,14485,2,17,0
63,11683,1,6,1
69,4772,7,49,0
59,9624,4,11,1
49,6334,1,9,1
59,1536,1,37,0
43,1600,7,2,1
42,10858,5,45,0
28,3755,1,47,0
40,9510,9,8,1
51,8516,3,6,1
69,5941,1,25,0
57,8508,2,45,1
40,11054,6,44,0
46,12924,3,47,1
48,2527,8,17,0
24,9262,1,43,0
57,6248,1,46,0
50,1443,8,38,0
38,13886,1,17,1
19,9578,4,45,1
35,6674,6,17,1
64,6195,1,20,1
50,2869,4,14,1
54,5648,5,5,1
51,11203,1,42,1
37,12113,2,17,1
52,14676,2,22,1
68,12543,6,31,1
67,1279,2,34,1
35,1770,6,34,0
63,6562,9,1,1
41,1953,2,23,0
25,13616,7,25,1
47,2559,1,43,0
61,11689,9,47,1
27,4446,4,41,0
40,12559,5,25,0
69,12739,4,43,1
66,7982,9,3,1
28,3440,1,21,0
19,1108,6,15,1
43,5454,5,29,1
53,10147,8,1,0
50,8078,2,36,1
64,4360,4,17,1
30,4489,5,18,1
57,1317,8,29,0
42,1340,1,8,0
21,14628,7,30,1
59,5444,8,17,0
36,3074,1,44,0
35,9829,5,4,1
54,13688,6,9,1
47,6678,5,37,0
36,13655,9,21,0
40,11582,4,48,0
33,6484,2,39,0
18,13180,9,15,0
29,14191,2,22,1
41,14384,2,29,1
51,12385,6,9,0
25,13128,9,10,0
35,13473,5,27,1
65,7979,2,29,1
22,3366,6,36,0
43,12194,1,24,0
47,13881,3,26,1
30,2565,3,7,1
36,9984,6,46,0
46,4704,4,9,0
20,11592,8,37,0
43,9546,7,33,0
57,5201,9,28,0
29,13087,5,16,1
19,13705,5,26,0
28,13209,5,49,1
61,13929,9,22,1
45,11444,2,26,1
35,9756,7,37,1
30,4453,3,9,1
54,10494,8,15,1
39,10942,9,49,0
29,3590,9,5,1
19,8617,5,0,0
54,1257,9,24,0
24,10787,3,48,1
43,7221,8,16,1
43,2046,7,32,0
41,7646,4,31,1
29,3232,9,13,0
33,11786,7,3,1
40,5077,8,31,1
57,12776,8,16,1
26,10832,3,24,0
49,10903,7,13,1
32,1048,8,5,1
54,9359,3,10,1
30,2853,9,27,0
22,13046,4,8,0
28,4741,7,7,0
27,3068,8,29,0
69,9583,8,43,1
30,12142,5,37,1
58,14416,7,15,1
63,8457,8,19,1
67,14944,2,9,1
32,6823,4,34,0
59,10641,6,6,1
24,1228,9,9,1
57,4252,2,20,1
45,1351,7,29,0
49,3272,2,43,0
52,5037,2,5,1
32,9425,1,33,1
65,9457,9,11,0
53,1857,6,41,1
38,9690,2,10,1
23,10068,4,3,1
18,11450,4,22,1
21,5194,7,32,1
28,10836,7,32,0
61,14699,4,13,1
43,3392,5,1,1
54,4324,9,2,0
40,12143,6,43,0
46,13811,2,17,1
38,7261,2,34,1
65,11839,3,3,0
62,5951,7,7,1
62,11448,2,6,0
66,2432,1,36,0
44,1480,4,43,0
56,9191,7,25,0
57,3970,5,10,1
30,2665,7,49,0
40,1328,7,16,1
33,4254,7,4,1
47,9608,1,45,1
21,8250,8,49,0
57,3301,6,12,0
33,1944,6,19,0
48,3052,4,34,0
59,11542,9,17,1
42,10171,9,13,1
61,8703,6,12,1
29,10848,9,21,0
43,11846,1,12,1
54,2451,7,4,1
65,12203,9,45,1
50,11975,5,24,1
45,8918,6,14,0
26,14538,6,43,0
29,14965,5,14,1
22,5003,9,14,1
69,2586,5,21,0
45,1389,3,35,0
52,4728,6,20,1
22,10041,6,16,1
51,9007,1,12,1
63,10010,4,29,1
51,4635,1,15,1
30,13299,6,15,1
56,7480,2,49,1
59,3654,5,45,0
62,13146,3,34,1
65,5106,6,47,0
31,9681,9,48,1
28,3319,3,1,0
59,12120,9,7,1
55,12355,5,47,1
21,7152,2,26,1
50,3934,9,36,0
24,10338,3,4,1
58,3823,9,27,0
25,3505,6,41,0
54,8079,1,40,0
68,8798,1,45,1
27,8869,3,4,1
60,7934,5,22,1
32,10003,6,41,0
55,1055,5,37,0
32,9899,8,9,1
22,2009,6,25,0
46,5118,2,6,1
36,13040,5,17,1
68,4316,7,18,0
27,14059,2,1,1
29,4489,5,24,0
21,5326,5,43,0
48,5305,8,23,1
35,6281,9,2,0
33,10592,3,5,0
57,2193,4,45,0
53,5994,9,26,1
42,8506,9,20,0
40,8969,3,17,1
29,2497,2,32,0
51,10442,7,45,0
53,10064,4,15,1
54,3410,3,20,1
20,12742,2,36,1
26,10770,8,1,1
35,9666,7,44,0
60,13482,5,1,1
52,6131,7,38,0
51,4566,1,2,0
58,5048,9,15,0
31,7927,8,27,0
21,5624,4,27,1
46,9462,1,32,1
58,7681,4,30,1
62,14868,1,43,1
67,7017,6,19,1
32,7800,8,37,0
45,8005,5,10,1
59,4551,9,41,0
33,5585,2,35,0
29,5457,2,10,0
69,4883,4,38,1
22,11811,6,47,1
51,10186,6,5,1
59,1768,6,30,0
18,14330,6,37,0
56,9736,1,34,1
49,6074,1,17,0
43,10123,3,8,0
34,9282,2,41,0
65,5333,7,48,1
44,8191,6,27,1
41,14538,5,2,1
52,10042,8,22,1
63,8548,2,9,1
59,3968,7,4,0
56,14064,4,1,1
43,12269,3,24,1
66,3659,1,22,0
55,1633,2,2,1
40,4228,7,16,0
39,10416,3,40,0
21,2248,5,32,0
66,1982,3,27,0
26,3510,7,4,0
21,4850,4,40,0
24,5758,8,22,0
40,4993,8,8,1
19,1989,4,5,1
66,2616,2,5,0
41,8021,7,47,0
57,9616,1,8,1
48,10622,9,16,1
64,2635,5,12,1
48,13392,4,2,1
64,7395,4,8,1
57,6218,9,13,1
65,1177,1,2,1
68,14576,4,35,0
60,6251,6,19,0
51,14510,8,45,1
41,12968,2,17,1
66,1719,8,0,1
43,4128,9,19,0
33,8035,8,28,1
64,13696,5,23,1
30,12193,1,31,1
32,3789,6,18,1
44,9845,1,4,1
21,11814,4,24,1
33,7261,9,23,0
47,12748,5,39,0
61,12584,7,27,1
47,13595,9,38,0
53,9681,4,25,1
20,10536,5,26,0
39,7900,6,15,1
66,8523,1,10,1
39,1607,5,26,1
67,4591,4,27,1
67,6645,1,39,0
66,5119,4,5,1
29,6311,5,44,0
38,9944,9,42,0
21,4048,1,14,0
48,5444,6,0,1
61,5120,8,35,1
48,12653,9,16,1
40,2014,5,7,1
37,13886,2,23,1
32,10960,1,38,0
40,5896,5,49,0
45,8053,3,22,1
33,10150,6,34,1
54,2591,9,47,0
38,12453,1,43,0
32,14339,4,25,1
34,3588,4,10,1
67,3538,7,27,1
54,9982,2,5,1
30,13459,8,36,1
36,7181,6,24,0
47,13208,4,9,1
62,5394,3,32,0
35,4098,7,46,0
31,9839,9,42,0
53,14035,2,24,1
53,6876,8,0,1
37,2475,2,13,0
69,14780,6,10,1
36,6204,8,25,1
62,14213,1,38,1
61,11252,7,3,1
24,8737,9,13,0
61,6075,6,27,0
21,10315,6,7,0
51,9807,9,22,0
19,10476,2,27,0
22,11517,4,39,0
27,14241,8,21,0
49,12329,5,17,1
59,4672,9,9,1
58,3855,3,35,1
30,2623,6,6,1
56,12641,6,15,1
22,6636,3,38,0
27,11895,6,44,0
27,10332,1,2,1
55,3830,5,49,1
44,9690,2,40,1
68,5682,8,3,1
38,10295,7,39,1
25,4089,7,48,0
18,2752,4,14,0
45,5014,2,34,0
66,1613,3,5,1
56,12239,4,1,1
31,1643,3,16,0
38,12060,3,45,1
47,13345,1,12,1
38,2135,1,23,1
66,13884,8,13,1
26,4699,8,7,1
34,11554,1,9,1
22,1161,4,27,0
48,11013,2,32,1
69,7069,1,26,1
57,13611,2,1,1
55,11957,1,35,1
